index_code,trade_date,open,high,low,close,volume,amount,source,run_id,update_time
000001,2024-10-29,3328.089,3340.458,3284.211,3286.407,72532615400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-10-30,3273.642,3291.68,3244.806,3266.238,66901809000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-10-31,3267.975,3295.742,3252.39,3279.824,78464909400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-01,3275.577,3305.318,3258.735,3272.014,85205532000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-04,3275.679,3310.207,3263.842,3310.207,66507745400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-05,3306.81,3386.987,3302.047,3386.987,82112490200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-06,3395.222,3420.999,3367.081,3383.806,89585593000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-07,3359.985,3470.661,3356.258,3470.661,95955668000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-08,3502.133,3509.818,3443.193,3452.297,96403456200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-11,3432.367,3471.122,3416.727,3470.066,81802543600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-12,3469.891,3489.424,3402.042,3421.97,81792652400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-13,3406.916,3442.298,3404.525,3439.278,67366234800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-14,3429.505,3441.775,3376.153,3379.839,63155669000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-15,3369.809,3391.32,3330.726,3330.726,63028558300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-18,3344.69,3386.903,3309.008,3323.849,74395069200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-19,3324.883,3346.758,3284.133,3346.01,62502415100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-20,3337.678,3375.248,3333.002,3367.989,56615428900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-21,3362.944,3378.518,3348.855,3370.404,53033183000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-22,3368.043,3372.003,3267.192,3267.192,63068779000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-25,3274.884,3285.456,3232.918,3263.76,53889739000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-26,3256.858,3285.328,3252.866,3259.757,47221930400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-27,3250.591,3309.881,3227.355,3309.779,51120230300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-28,3308.28,3319.256,3290.364,3295.698,51195304700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-11-29,3295.21,3357.501,3293.69,3326.456,58022710200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-02,3328.482,3369.303,3323.009,3363.982,66847776200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-03,3366.285,3386.618,3348.374,3378.806,66303013900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-04,3376.572,3388.024,3352.943,3364.65,62102886200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-05,3353.057,3377.055,3353.057,3368.855,54388574600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-06,3370.941,3418.261,3364.206,3404.076,69818657200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-09,3402.629,3426.645,3385.959,3402.534,69490520500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-10,3490.289,3494.867,3417.765,3422.661,79466803400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-11,3416.087,3437.81,3416.087,3432.49,68154461000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-12,3432.279,3464.116,3425.976,3461.5,70009668900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-13,3442.926,3442.926,3390.754,3391.878,77746414400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-16,3390.083,3401.926,3376.536,3386.331,62557899600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-17,3381.814,3396.207,3357.769,3361.485,56894150500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-18,3371.296,3396.46,3371.296,3382.208,51252497900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-19,3355.904,3377.532,3346.469,3370.033,51390906300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-20,3364.481,3390.618,3362.819,3368.069,49096462100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-23,3367.904,3384.992,3348.277,3351.257,55674724800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-24,3353.535,3394.904,3352.947,3393.528,47199267300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-25,3395.107,3406.213,3374.011,3393.35,47131559200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-26,3389.338,3401.095,3380.255,3398.077,42217727100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-27,3397.294,3418.952,3388.322,3400.142,50048813000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-30,3395.396,3412.841,3394.965,3407.326,45526238300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2024-12-31,3406.965,3413.455,3351.763,3351.763,50273106200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-02,3347.939,3351.722,3242.087,3262.561,56137519900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-03,3267.077,3273.566,3205.776,3211.43,51759201400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-06,3209.783,3219.488,3185.463,3206.923,43097840300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-07,3203.307,3230.853,3190.461,3229.644,40966052900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-08,3218.858,3246.291,3175.725,3230.168,47286439000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-09,3220.721,3228.973,3205.91,3211.393,38294355700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-10,3211.707,3220.107,3168.524,3168.524,40366334800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-13,3148.826,3172.7,3140.978,3160.755,37274202300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-14,3165.161,3245.22,3159.432,3240.94,46921270400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-15,3234.715,3245.904,3222.236,3227.117,40472319900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-16,3239.026,3265.282,3217.097,3236.032,43065553900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-17,3226.762,3256.507,3219.773,3241.821,38359926000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-20,3256.149,3268.263,3238.121,3244.378,40333794800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-21,3256.833,3258.61,3229.069,3242.623,38458371800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-22,3235.493,3235.501,3203.38,3213.624,36481751800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-23,3237.599,3273.52,3229.572,3230.164,45824680300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-24,3222.877,3260.011,3221.712,3252.626,39865303300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-01-27,3256.614,3274.392,3250.601,3250.601,38746764200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-05,3270.16,3271.022,3220.279,3229.488,40638818100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-06,3226.575,3271.427,3225.846,3270.659,46084273000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-07,3269.227,3324.428,3262.509,3303.667,60055845100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-10,3308.04,3325.356,3299.243,3322.17,54658974900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-11,3323.669,3324.173,3304.444,3318.057,51194354100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-12,3312.257,3346.385,3310.39,3346.385,51343782800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-13,3343.235,3359.181,3332.483,3332.483,56863116100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-14,3328.483,3349.084,3322.529,3346.724,53233296500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-17,3355.417,3357.121,3333.195,3355.83,58954656900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-18,3348.983,3366.012,3314.301,3324.491,56267924000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-19,3320.78,3352.087,3320.581,3351.539,50291296500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-20,3347.589,3355.557,3338.034,3350.783,50435711400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-21,3356.695,3381.058,3339.026,3379.113,60819020600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-24,3374.081,3384.811,3355.869,3373.028,59818820300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-25,3345.653,3369.558,3337.845,3346.04,52757856200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-26,3351.209,3380.214,3351.209,3380.214,55399203100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-27,3378.449,3388.781,3353.571,3388.062,57581502000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-02-28,3374.664,3383.191,3318.716,3320.897,56831950400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-03,3328.396,3349.017,3304.593,3316.925,50241786200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-04,3300.498,3327.824,3297.53,3324.21,42999611100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-05,3324.696,3342.714,3314.148,3341.965,46095269600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-06,3353.57,3387.054,3348.684,3381.098,53999270900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-07,3373.181,3390.944,3363.929,3372.546,51766355100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-10,3373.259,3375.798,3347.186,3366.163,45038083200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-11,3335.439,3379.829,3334.831,3379.828,44846832300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-12,3385.685,3392.409,3370.22,3371.924,50219510000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-13,3371.095,3377.118,3341.118,3358.729,51901347900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-14,3361.686,3421.233,3360.606,3419.562,58266338800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-17,3430.809,3436.352,3422.462,3426.129,51568513800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-18,3434.565,3437.065,3423.301,3429.759,45491606300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-19,3424.173,3439.046,3414.593,3426.429,44031629900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-20,3425.216,3427.045,3404.662,3408.948,45163068200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-21,3401.759,3414.709,3355.84,3364.831,52086263000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-24,3364.834,3373.694,3340.238,3370.028,51331026000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-25,3370.001,3379.988,3361.046,3369.976,45635739300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-26,3365.666,3382.342,3365.666,3368.697,42853377000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-27,3362.712,3394.035,3351.174,3373.749,41477631400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-28,3372.039,3375.053,3346.081,3351.307,41228428900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-03-31,3343.344,3361.742,3317.738,3335.746,47257197800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-01,3340.712,3357.622,3338.779,3348.435,42258867000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-02,3344.171,3361.134,3343.116,3350.127,35012736400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-03,3319.606,3358.426,3319.606,3342.008,40051782700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-07,3193.102,3217.782,3040.693,3096.576,66219958400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-08,3094.262,3145.549,3085.123,3145.549,66224238700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-09,3110.01,3186.81,3070.078,3186.81,68479717400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-10,3227.836,3239.941,3201.571,3223.638,59120827300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-11,3219.505,3249.854,3211.35,3238.227,47553180400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-14,3251.978,3272.72,3244.733,3262.808,47137322000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-15,3260.685,3268.985,3246.337,3267.662,39666289500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-16,3267.665,3276.005,3233.791,3276.004,42953485400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-17,3261.718,3285.915,3258.145,3280.341,38201269800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-18,3270.353,3283.09,3262.392,3276.73,35883619300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-21,3273.138,3298.64,3270.013,3291.434,37930758800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-22,3289.166,3311.153,3288.332,3299.757,40316761500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-23,3308.151,3312.192,3293.063,3296.355,41163321200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-24,3295.149,3313.509,3286.236,3297.288,39284474900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-25,3300.392,3305.262,3288.755,3295.06,41104319200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-28,3292.056,3296.932,3279.877,3288.415,41066586300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-29,3281.445,3294.982,3277.627,3286.655,38896167200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-04-30,3284.081,3292.2,3277.55,3279.031,43579433500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-06,3295.25,3316.448,3286.989,3316.114,47436961700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-07,3354.974,3356.688,3324.809,3342.665,51115960600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-08,3331.205,3359.731,3327.902,3351.996,42837776600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-09,3350.405,3351.22,3335.127,3341.999,39890919100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-12,3352.97,3372.472,3344.269,3369.245,41823991000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-13,3386.234,3386.234,3370.252,3374.871,42624070000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-14,3374.235,3417.314,3368.078,3403.948,46493444100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-15,3398.427,3402.866,3378.021,3380.821,42410091600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-16,3374.706,3380.29,3356.661,3367.462,39540103000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-19,3365.882,3373.599,3356.648,3367.583,40307480500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-20,3371.689,3387.804,3369.963,3380.478,40554453400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-21,3380.209,3394.754,3380.209,3387.574,41249616500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-22,3381.865,3390.593,3376.233,3380.189,39421720600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-23,3376.869,3389.469,3348.372,3348.372,40022700400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-26,3346.561,3362.307,3336.355,3346.839,34756210100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-27,3346.503,3351.572,3332.49,3340.687,34407115700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-28,3341.852,3348.234,3336.727,3339.932,34155544300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-29,3340.401,3368.633,3337.415,3363.446,39323380600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-05-30,3358.809,3361.275,3341.648,3347.487,38560217000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-03,3340.067,3366.997,3340.067,3361.976,39806077200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-04,3363.391,3379.64,3363.391,3376.203,38649464300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-05,3378.217,3387.765,3371.146,3384.099,40625209300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-06,3384.295,3391.451,3379.764,3385.358,38012288600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-09,3388.778,3402.05,3383.074,3399.772,42734794700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-10,3402.013,3406.452,3365.667,3384.816,48161856800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-11,3385.457,3413.513,3385.457,3402.316,42409031300,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-12,3397.972,3408.205,3388.866,3402.658,40949061000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-13,3397.484,3401.553,3370.592,3376.996,51006522100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-16,3369.366,3389.756,3368.876,3388.729,40538327800,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-17,3388.18,3393.313,3376.42,3387.405,39001244700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-18,3386.136,3391.709,3369.986,3388.809,37868489100,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-19,3384.293,3386.919,3353.936,3362.108,41532765500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-20,3358.913,3370.798,3357.706,3359.895,35022366200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-23,3349.46,3389.452,3347.651,3381.582,38456139700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-24,3380.08,3423.784,3380.08,3420.566,46096380000,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-25,3419.091,3459.009,3417.411,3455.974,50938406400,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-26,3451.719,3462.752,3446.186,3448.453,49654107700,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-27,3450.686,3462.627,3421.04,3424.227,52312943200,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-06-30,3423.474,3447.46,3420.112,3444.426,45734804900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-07-01,3445.846,3459.587,3441.038,3457.747,44435673900,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-07-02,3458.171,3461.328,3447.956,3454.792,49811677600,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
000001,2025-07-03,3456.152,3463.62,3446.974,3461.151,43854346500,,akshare.stock_zh_index_daily,week1_data_engineer_20260707_20260707T210023,2026-07-07T21:01:48
